"Titles","Year","Cited by","Link"
"A proposal for a SoC FPGA-based image processing in RGB-D sensors for robotics applications","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060974417&doi=10.1109%2fCCRA.2018.8588125&partnerID=40&md5=e15dfe2fdb95b6c51351afa99caecc78"
"Design of an Autonomous Precision Pollination Robot","2018","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062961488&doi=10.1109%2fIROS.2018.8594444&partnerID=40&md5=2a0d33091f6d67d26326852421cd1406"
"Stereo Camera Localization in 3D LiDAR Maps","2018","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063011158&doi=10.1109%2fIROS.2018.8594362&partnerID=40&md5=e5feb84c54b48400d5e602d044b25c3d"
"Inertial and Magnetic-Field Sensor Arrays - Capabilities and Challenges","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060877380&doi=10.1109%2fICSENS.2018.8589760&partnerID=40&md5=3dff5fa13d0a8b5b64afc124d538d202"
"Scale-Robust Localization Using General Object Landmarks","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062935810&doi=10.1109%2fIROS.2018.8594011&partnerID=40&md5=dba6441ddf3afdf60ef6c8f5be614434"
"Vision-Aided Absolute Trajectory Estimation Using an Unsupervised Deep Network with Online Error Correction","2018","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062979515&doi=10.1109%2fIROS.2018.8593573&partnerID=40&md5=56c27c36e21eca0c0a55dba0aa83bf1e"
"ArthroSLAM: Multi-Sensor Robust Visual Localization for Minimally Invasive Orthopedic Surgery","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062997960&doi=10.1109%2fIROS.2018.8593501&partnerID=40&md5=93e081860eadad5e29a84f279c484436"
"Cooperative localization by fusing pose estimates from static environmental and mobile fiducial features","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061303252&doi=10.1109%2fLARS%2fSBR%2fWRE.2018.00021&partnerID=40&md5=5b3888b2c8ce01dc5997f1351e54da2a"
"Robotic map building and path planning methods based on the hippocampus of rat's brain; [仿鼠脑海马的机器人地图构建与路径规划方法]","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062026147&doi=10.13245%2fj.hust.181215&partnerID=40&md5=b965d297a1bb80dffb391c612c3466f2"
"Scan Context: Egocentric Spatial Descriptor for Place Recognition Within 3D Point Cloud Map","2018","220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062590636&doi=10.1109%2fIROS.2018.8593953&partnerID=40&md5=2a242891ba675f313571db7847c2e72b"
"Improving Repeatability of Experiments by Automatic Evaluation of SLAM Algorithms","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062940279&doi=10.1109%2fIROS.2018.8594189&partnerID=40&md5=f292afccfa0f801f61ad005c78e0d08c"
"Feature regions segmentation based RGB-D visual odometry in dynamic environment","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061548432&doi=10.1109%2fIECON.2018.8591053&partnerID=40&md5=508f34b7d661799ba81db7f7fb22f878"
"Exploiting Points and Lines in Regression Forests for RGB-D Camera Relocalization","2018","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062941645&doi=10.1109%2fIROS.2018.8593505&partnerID=40&md5=b4bb78b45e7c46bf3838c4284a329bdd"
"Development of local mapping generating technique using planar regions applied for an active orthosis","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061325820&doi=10.1109%2fLARS%2fSBR%2fWRE.2018.00055&partnerID=40&md5=1700405d38cb4592f15a00dc10c5ffe9"
"Virtual Borders: Accurate Definition of a Mobile Robot's Workspace Using Augmented Reality","2018","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062962006&doi=10.1109%2fIROS.2018.8593615&partnerID=40&md5=0e20d7abf05ba058d66cab2f50207c93"
"Pose Estimation and Map Formation with Spiking Neural Networks: Towards Neuromorphic SLAM","2018","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062961676&doi=10.1109%2fIROS.2018.8594228&partnerID=40&md5=38310021051d393ab8db771dc7a1fd28"
"Sensor fusion to detect scale and direction of gravity in monocular SLAM systems","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061541588&doi=10.1109%2fIECON.2018.8591296&partnerID=40&md5=b1197687dfd3bddba2ca50697b7ecf3b"
"Mobility Parameter Estimation for Seamless Indoor-Outdoor Localization Based on Heterogeneous Information Fusion for 4-wheel Vehicles","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060973393&doi=10.1109%2fCCRA.2018.8588142&partnerID=40&md5=2b19ccf71cb0d36d3aa56d3f93955a91"
"Indoor Navigation using Text Extraction","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061403100&doi=10.1109%2fSiPS.2018.8598409&partnerID=40&md5=3b9218b23bab1cc4dcfd1aff40e2d520"
"Keyframe-based RGB-D SLAM for mobile robots with visual odometry in indoor environments using graph optimization","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061307143&doi=10.1109%2fLARS%2fSBR%2fWRE.2018.00026&partnerID=40&md5=450530bcede81bd2f11d43794adadb3e"
"Autonomous Localization, Navigation and Haustral Fold Detection for Robotic Endoscopy","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062969124&doi=10.1109%2fIROS.2018.8594106&partnerID=40&md5=49565042378e023c45faf5d9f349d8d5"
"A B-Spline Mapping Framework for Long-Term Autonomous Operations","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063001831&doi=10.1109%2fIROS.2018.8594456&partnerID=40&md5=7aa9e85c6bbb98dcc27db95748e00924"
"Directional Grid Maps: Modeling Multimodal Angular Uncertainty in Dynamic Environments","2018","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062943331&doi=10.1109%2fIROS.2018.8594041&partnerID=40&md5=8756fa0d43e7278208ca55bd3b17694b"
"Fast Cylinder and Plane Extraction from Depth Cameras for Visual Odometry","2018","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062982327&doi=10.1109%2fIROS.2018.8593516&partnerID=40&md5=ca8e9dc2d4c545425a8c70a9425ef8d8"
"Towards Robust Visual Odometry with a Multi-Camera System","2018","28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062990481&doi=10.1109%2fIROS.2018.8593561&partnerID=40&md5=9b1421c2d534fe2313154f2628d93b1a"
"Hybrid Contact Preintegration for Visual-Inertial-Contact State Estimation Using Factor Graphs","2018","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062981516&doi=10.1109%2fIROS.2018.8593801&partnerID=40&md5=53c2904a208691be35a6a3381c051c2b"
"Vision-Based Autonomous Underwater Swimming in Dense Coral for Combined Collision Avoidance and Target Selection","2018","23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061842300&doi=10.1109%2fIROS.2018.8594410&partnerID=40&md5=94abbf5455539e277cde724368809f5a"
"LandmarkBoost: Efficient visualContext Classifiers for Robust Localization","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062964899&doi=10.1109%2fIROS.2018.8594100&partnerID=40&md5=51b336a20979f034a2a6ba8ff6951817"
"Kidnapping and re-localizing solutions for autonomous service robotics","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061557361&doi=10.1109%2fIECON.2018.8592778&partnerID=40&md5=8cdf21925c967bd414bedb79e0ede463"
"Efficient Long-term Mapping in Dynamic Environments","2018","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063005233&doi=10.1109%2fIROS.2018.8594310&partnerID=40&md5=84f88619fbe474b6f45e06effa5e5f36"
"Robust Sensor Fusion with Self-Tuning Mixture Models","2018","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063009832&doi=10.1109%2fIROS.2018.8594459&partnerID=40&md5=5914d771cc364723e712c0cf265afe26"
"VLASE: Vehicle Localization by Aggregating Semantic Edges","2018","24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063000057&doi=10.1109%2fIROS.2018.8594358&partnerID=40&md5=d0a960add7bc865882c29a1fd4655cc2"
"Active Range and Bearing-based Radiation Source Localization","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062948736&doi=10.1109%2fIROS.2018.8593625&partnerID=40&md5=c71b662e6fe83ca8e3a9d6a2235d8281"
"The Deformable Quad-Rotor Enabled and Wasp-Pedal-Carrying Inspired Aerial Gripper","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062978088&doi=10.1109%2fIROS.2018.8594330&partnerID=40&md5=c1b7afb12bf0d19395fa42aa1083df41"
"LIPS: LiDAR-Inertial 3D Plane SLAM","2018","94","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062684879&doi=10.1109%2fIROS.2018.8594463&partnerID=40&md5=5c7c9233f9fc93e487a809c84ce2c4a7"
"Navigation without localisation: Reliable teach and repeat based on the convergence theorem","2018","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062983947&doi=10.1109%2fIROS.2018.8593803&partnerID=40&md5=4d652c89c2a6fe92b3517ab016558271"
"Unit Quaternion-Based Parameterization for Point Features in Visual Navigation","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063007085&doi=10.1109%2fIROS.2018.8594206&partnerID=40&md5=ca8740c0749e1e13cdfea5b2f07381a2"
"Model Predictive Trajectory Tracking and Collision Avoidance for Reliable Outdoor Deployment of Unmanned Aerial Vehicles","2018","71","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058994804&doi=10.1109%2fIROS.2018.8594266&partnerID=40&md5=9b72c632955156045d08cf30e8acda38"
"Real Time Incremental Foveal Texture Mapping for Autonomous Vehicles","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062961577&doi=10.1109%2fIROS.2018.8593998&partnerID=40&md5=0e3af19d5d8a8a556639ed08d9c6b910"
"An Integrated Localization-Navigation Scheme for Distance-Based Docking of UAVs","2018","16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060791191&doi=10.1109%2fIROS.2018.8594251&partnerID=40&md5=56157257f8dd37b0309d2af3d049b930"
"A Combined RGB and Depth Descriptor for SLAM with Humanoids","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062957511&doi=10.1109%2fIROS.2018.8593768&partnerID=40&md5=e638b1b4fe89e9fc92f1dece9de57b52"
"Localization of Classified Objects in SLAM using Nonparametric Statistics and Clustering","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062984690&doi=10.1109%2fIROS.2018.8593541&partnerID=40&md5=d119d0f3a6bdda9563905f58299ea5bb"
"Joint Stem Detection and Crop-Weed Classification for Plant-Specific Treatment in Precision Farming","2018","32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063006156&doi=10.1109%2fIROS.2018.8593678&partnerID=40&md5=ff2cabf6fa7afc26f5a82ed3843c6b3b"
"A Multi-Position Joint Particle Filtering Method for Vehicle Localization in Urban Area","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063004132&doi=10.1109%2fIROS.2018.8593781&partnerID=40&md5=badfae3a5d82254df4de1aeb27f6d5b4"
"Leader-follower localization and mapping using range-only measurements","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061554121&doi=10.1109%2fIECON.2018.8591397&partnerID=40&md5=8596b00779196f312bc8a108d841696c"
"Invariant smoothing on Lie Groups","2018","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062997497&doi=10.1109%2fIROS.2018.8594068&partnerID=40&md5=1464cec43178d46a0f8ddf5251e1b8b1"
"WLAN-BLE Based Indoor Positioning System using Machine Learning Cloud Services","2018","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061011315&doi=10.1109%2fCCRA.2018.8588127&partnerID=40&md5=b16d11644e59a34a3c333855a3edbd83"
"A Variational Feature Encoding Method of 3D Object for Probabilistic Semantic SLAM","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063003313&doi=10.1109%2fIROS.2018.8593831&partnerID=40&md5=cb09a75990eadd918fc767b71de8e992"
"Localization and Mapping in Semi-Urban Environments with Unmanned Vehicles for Agriculture-Oriented Labours","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061007864&doi=10.1109%2fCCRA.2018.8588135&partnerID=40&md5=b19552f18088b825f79373bf9a21ec3c"
"Vision Based Forward Sensitive Reactive Control for a Quadrotor VTOL","2018","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062972871&doi=10.1109%2fIROS.2018.8593606&partnerID=40&md5=6c73954efdee32e6b34cda2f9f3d3f86"
"Social norm based collision avoidance in human-robot coexistence environment","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061549857&doi=10.1109%2fIECON.2018.8592851&partnerID=40&md5=14a99423478fb10975408a67073a4fb9"
"A Monocular Indoor Localiser Based on an Extended Kalman Filter and Edge Images from a Convolutional Neural Network","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062992883&doi=10.1109%2fIROS.2018.8594337&partnerID=40&md5=e9524d60dcf0cf8544ead5d090563f82"
"Visual-inertial fusion for indoor autonomous navigation of a quadrotor using ORB-SLAM","2018","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061301786&doi=10.1109%2fLARS%2fSBR%2fWRE.2018.00028&partnerID=40&md5=15e72253a0ae18621220f4e56fba89cf"
"Mobile Robot Localization Considering Class of Sensor Observations","2018","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060473617&doi=10.1109%2fIROS.2018.8594146&partnerID=40&md5=541f3d0d0e50bf529e6f688da4f701a2"
"Semantic Mapping with Simultaneous Object Detection and Localization","2018","22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062994806&doi=10.1109%2fIROS.2018.8594205&partnerID=40&md5=bb2fb9ff4c52c871ee9195ca93c765e8"
"Submap-Based Pose-Graph Visual SLAM: A Robust Visual Exploration and Localization System∗ the work in this paper is supported by the National Natural Science Foundation of China (61603103, 61673125), the Natural Science Foundation of Guangdong of China (2016A030310293), and the Major Scientific and Technological Special Project of Guangdong of China (2016B090910003).","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062965921&doi=10.1109%2fIROS.2018.8594097&partnerID=40&md5=1c4dba984c4954714dbcbbc368b05483"
"Sensing for Autonomous Navigation Inside Steel Bridges","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060884673&doi=10.1109%2fICSENS.2018.8589784&partnerID=40&md5=1de0e327ed3653453f1c3843a5ae1e5a"
"C-blox: A Scalable and Consistent TSDF-based Dense Mapping Approach","2018","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062985557&doi=10.1109%2fIROS.2018.8593427&partnerID=40&md5=1f79d223edd7261c065ef27c0a3d5005"
"Appearance-Based Along-Route Localization for Planetary Missions","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062982322&doi=10.1109%2fIROS.2018.8594518&partnerID=40&md5=54fd260b38be393df484212d7368033d"
"Robust Visual-Inertial State Estimation with Multiple Odometries and Efficient Mapping on an MAV with Ultra-Wide FOV Stereo Vision","2018","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060491063&doi=10.1109%2fIROS.2018.8594117&partnerID=40&md5=9355ea83206896d0ed75eb0b055c5855"
"Fire detection of unmanned aerial vehicle in a mixed reality-based system","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061553417&doi=10.1109%2fIECON.2018.8592764&partnerID=40&md5=1c2b0ba52e408676dc4ae30c2805a4db"
"OpenSeqSLAM2.0: An Open Source Toolbox for Visual Place Recognition under Changing Conditions","2018","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062599128&doi=10.1109%2fIROS.2018.8593761&partnerID=40&md5=e0dca60901effbb96485010d81f1d9d2"
"Robust Exploration with Multiple Hypothesis Data Association","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062990298&doi=10.1109%2fIROS.2018.8593753&partnerID=40&md5=21ace295d1787f7faae55f51351dc04f"
"Stereo Visual Odometry for Mobile Robot","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061787197&doi=10.1109%2fPAIS.2018.8598501&partnerID=40&md5=f4cbf409c5cd788fbc7bcf28ce6bc612"
"LDSO: Direct Sparse Odometry with Loop Closure","2018","186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060397543&doi=10.1109%2fIROS.2018.8593376&partnerID=40&md5=a705b5352d9f2a3d756280bc62d6b4d1"
"Embedding Temporally Consistent Depth Recovery for Real-time Dense Mapping in Visual-inertial Odometry","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062942559&doi=10.1109%2fIROS.2018.8593917&partnerID=40&md5=3fb8ab062aa5f468fd42b37bb3a92cac"
"Resilient Active Information Gathering with Mobile Robots","2018","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062943926&doi=10.1109%2fIROS.2018.8593630&partnerID=40&md5=2502ffa3291c8218088ee5e6ad9ca0c1"
"Human-in-the-loop Augmented Mapping","2018","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062988234&doi=10.1109%2fIROS.2018.8594494&partnerID=40&md5=5e6d0c94ea24abb2fdfd20441ebc1b6e"
"Underwater Surveying via Bearing only Cooperative Localization","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062972963&doi=10.1109%2fIROS.2018.8593431&partnerID=40&md5=8d64eabe2145ca06675afc06c1a7ffe0"
"UX 1 system design - A robotic system for underwater mining exploration","2018","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061790095&doi=10.1109%2fIROS.2018.8593999&partnerID=40&md5=abffabcff58404ebedbc0174ea7d3287"
"Magnetic- Visual Sensor Fusion-based Dense 3D Reconstruction and Localization for Endoscopic Capsule Robots","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062971911&doi=10.1109%2fIROS.2018.8594485&partnerID=40&md5=d68b9e4e5cd92dfc4d027604a865a22b"
"Robust mapping for the autonomous mobile robot considering potential occupied spaces of objects","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061428124&doi=10.1109%2fCANDARW.2018.00106&partnerID=40&md5=1841cc2f9676e0d764947c4b3fe17c06"
"Evaluation of IGFTT keypoints detector in indoor visual SLAM","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061332026&doi=10.1109%2fLARS%2fSBR%2fWRE.2018.00025&partnerID=40&md5=1c4bab0e9259336d2a810d278d7fdf0d"
"Egocentric Spatial Memory","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063008702&doi=10.1109%2fIROS.2018.8593435&partnerID=40&md5=42487c054da749526bd5f8d8a69a55f1"
"Decentralized Localization Framework using Heterogeneous Map-matchings","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062986209&doi=10.1109%2fIROS.2018.8593948&partnerID=40&md5=900bcaf1d43de7d1f21bd8ec0ef2b51b"
"A robust pose graph approach for city scale LiDAR mapping","2018","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063010160&doi=10.1109%2fIROS.2018.8593754&partnerID=40&md5=c59023c358978e100abc27682cdd4b8b"
"Wireframe Mapping for Resource-Constrained Robots∗This research was supported in part by NSF grant CMMI-1562335 and ONR grant N00014-12-1-1000. We are grateful for this support","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063006929&doi=10.1109%2fIROS.2018.8594057&partnerID=40&md5=6c3f6d6c1f6e4fdd5412c87260f53ac1"
"π-SoC: Heterogeneous SoC Architecture for Visual Inertial SLAM Applications","2018","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062969967&doi=10.1109%2fIROS.2018.8594181&partnerID=40&md5=ff95d2983281b765828d0fea5acc6442"
"Indoor Mapping and Localization for Pedestrians using Opportunistic Sensing with Smartphones","2018","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063014485&doi=10.1109%2fIROS.2018.8594254&partnerID=40&md5=71a723b3beda8cf27f3824518a99436c"
"Good Feature Selection for Least Squares Pose Optimization in VO/VSLAM","2018","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062968810&doi=10.1109%2fIROS.2018.8593641&partnerID=40&md5=7c903e26627c5af2e306f1630cfcd79c"
"DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments","2018","396","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062503971&doi=10.1109%2fIROS.2018.8593691&partnerID=40&md5=4003f50c9ec5bb8c0b5e116891ad4aa6"
"Geometric Binary Descriptor Based Monocular SLAM","2018","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061812574&doi=10.1109%2fPAIS.2018.8598532&partnerID=40&md5=6dc68ad27751e2eb97d8568852af2e73"
"Scale Correct Monocular Visual Odometry Using a LiDAR Altimeter","2018","12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062949180&doi=10.1109%2fIROS.2018.8594096&partnerID=40&md5=9affed787d16c94cee0987e590cd2755"
"Fast and Accurate Semantic Mapping through Geometric-based Incremental Segmentation","2018","31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062952472&doi=10.1109%2fIROS.2018.8593993&partnerID=40&md5=d1d3259fc00f36337098098295ff2290"
"Scan Similarity-based Pose Graph Construction method for Graph SLAM","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062982416&doi=10.1109%2fIROS.2018.8593605&partnerID=40&md5=04207e35ff443252c2b89fd586e48ddb"
"CatchA: Real-time camera tracking method for augmented reality applications in cultural heritage interiors","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061400498&doi=10.3390%2fijgi7120479&partnerID=40&md5=be8a56cc56fc48207ffd79cfc71017d4"
"On the impact of parallax free colour and infrared image co-registration to fused illumination invariant adaptive background modelling","2018","7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060894823&doi=10.1109%2fCVPRW.2018.00164&partnerID=40&md5=3f18c36807b79c93c162923d8ef34bfa"
"Map Line Interface for Autonomous Driving","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060443608&doi=10.1109%2fITSC.2018.8569378&partnerID=40&md5=4cc090b7f223a64098485df194043064"
"Comparative Analysis of Visual-SLAM Algorithms Applied to Fruit Environments","2018","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060276753&doi=10.23919%2fAADECA.2018.8577360&partnerID=40&md5=9b51ff9e69977f929409a4548caf6854"
"Integration of absolute orientation measurements in the kinectfusion reconstruction pipeline","2018","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060875236&doi=10.1109%2fCVPRW.2018.00198&partnerID=40&md5=173f531646a506464affb31ea4433b38"
"Robust UAV visual teach and repeat using only sparse semantic object features","2018","11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060550670&doi=10.1109%2fCRV.2018.00034&partnerID=40&md5=88434937935724e6d4e4cccd3ae7f8e6"
"Spline Error Weighting for Robust Visual-Inertial Fusion","2018","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061048495&doi=10.1109%2fCVPR.2018.00041&partnerID=40&md5=a5bd2f76d93f9550c6ceae9f1473110e"
"Edge-Based Loop Closure Detection in Visual SLAM","2018","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060317796&doi=10.23919%2fAADECA.2018.8577273&partnerID=40&md5=7ffecfa3029ff87a236f8a67a3a1d1b3"
"Endoscope navigation and 3d reconstruction of oral cavity by visual SLAM with mitigated data scarcity","2018","20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060860767&doi=10.1109%2fCVPRW.2018.00295&partnerID=40&md5=48cc1b4be076bc32ce9c824d2a4ac789"
"Application of a Bio-inspired Localization Model to Autonomous Vehicles","2018","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060784225&doi=10.1109%2fICARCV.2018.8581268&partnerID=40&md5=292a712de028ffee5d59a39660aa3548"
