"Titles","Year","Cited by","Link"
"An overview of time-based and condition-based maintenance in industrial application","2012","600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857956931&doi=10.1016%2fj.cie.2012.02.002&partnerID=40&md5=22f2a90d7343ee71d448d4a1cf71c383"
"Enhancement of photocatalytic H2 evolution over nitrogen-deficient graphitic carbon nitride","2013","298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884148466&doi=10.1039%2fc3ta12332d&partnerID=40&md5=6c25c9d1e8d197c083efb70661fde088"
"Stability analysis for multi-agent systems using the incidence matrix: Quantized communication and formation control","2010","215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949289121&doi=10.1016%2fj.automatica.2010.01.012&partnerID=40&md5=83b180bdc1d5d0852582088b06625066"
"Violence detection in video using computer vision techniques","2011","275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052786853&doi=10.1007%2f978-3-642-23678-5_39&partnerID=40&md5=c21f267e5c329c03128545a045a6e465"
"Enhanced oxidation ability of g-C3N4 photocatalyst via C60 modification","2014","359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894104966&doi=10.1016%2fj.apcatb.2014.01.046&partnerID=40&md5=c64673de474883e7265d9ab91929e0b4"
"Discrete-time dynamic average consensus","2010","314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74149088295&doi=10.1016%2fj.automatica.2009.10.021&partnerID=40&md5=f260ead618cc4f97961ca4ad91240842"
"Distributed fault detection and isolation of large-scale discrete-time nonlinear systems: An adaptive approximation approach","2012","191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055177864&doi=10.1109%2fTAC.2011.2164734&partnerID=40&md5=3fc0daf32bbbf445d4a6f526fe8b8c93"
"A tutorial on Bernoulli filters: Theory, implementation and applications","2013","246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879074646&doi=10.1109%2fTSP.2013.2257765&partnerID=40&md5=9622573f77f490f4ec226491047a736f"
"Reidentification by relative distance comparison","2013","640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874541570&doi=10.1109%2fTPAMI.2012.138&partnerID=40&md5=d84683de9217328758cc514fd1dc9fc9"
"Decision tree based light weight intrusion detection using a wrapper approach","2012","241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855221688&doi=10.1016%2fj.eswa.2011.06.013&partnerID=40&md5=e6a7125181d24425027001a4b3d25f90"
"Improving human action recognition using fusion of depth camera and inertial sensors","2015","211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027917405&doi=10.1109%2fTHMS.2014.2362520&partnerID=40&md5=6a810e94ad8fc1ea505a1e7771f329b6"
"Audio-visual speech recognition using deep learning","2015","388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939956018&doi=10.1007%2fs10489-014-0629-7&partnerID=40&md5=d6c51a54511ea087bdbab2af6cd52c75"
"Bayesian defogging","2012","369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868300305&doi=10.1007%2fs11263-011-0508-1&partnerID=40&md5=31745c0c83c8b530cd7d078c71d9f068"
"Real-time onboard visual-inertial state estimation and self-calibration of MAVs in unknown environments","2012","324","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864450847&doi=10.1109%2fICRA.2012.6225147&partnerID=40&md5=8165712dbd291a39abab731a765971e1"
"Consensus over ergodic stationary graph processes","2010","189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75449091149&doi=10.1109%2fTAC.2009.2034054&partnerID=40&md5=d38201109f90036176584557f997675b"
"Mapping tropical forest carbon: Calibrating plot estimates to a simple LiDAR metric","2014","230","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886442726&doi=10.1016%2fj.rse.2013.09.023&partnerID=40&md5=562018e651a3de7146833907af115298"
"Highly selective CO2 photoreduction to CO over g-C3N4/Bi2WO6 composites under visible light","2015","318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923261139&doi=10.1039%2fc4ta06295g&partnerID=40&md5=2e9a6ec436230965ecac1cbdfc6b9cf4"
"Mobile sensor network control using mutual information methods and particle filters","2010","243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75449109787&doi=10.1109%2fTAC.2009.2034206&partnerID=40&md5=f9087b1c38586a2043f5ffdb28bd4b52"
"Adaptive networks","2014","424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897483887&doi=10.1109%2fJPROC.2014.2306253&partnerID=40&md5=b474f75fdbc929b962c72fc3bca0e5ca"
"Computational intelligence in wireless sensor networks: A survey","2011","544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951581342&doi=10.1109%2fSURV.2011.040310.00002&partnerID=40&md5=39ba751a4e4a8df3b3b1cdb853b9cf6c"
"Diffusion adaptation strategies for distributed optimization and learning over networks","2012","443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862605412&doi=10.1109%2fTSP.2012.2198470&partnerID=40&md5=5f8d23e726d2294bbc5b8c81d2d05812"
"A review of nanometer resolution position sensors: Operation and performance","2013","313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871221021&doi=10.1016%2fj.sna.2012.10.016&partnerID=40&md5=ffc70a2ee0cac6c6ef6d4f6bbc602651"
"DeepEar: Robust smartphone audio sensing in unconstrained acoustic environments using deep learning","2015","226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960944045&doi=10.1145%2f2750858.2804262&partnerID=40&md5=81a108a05e2399ce1ba66720de2f1691"
"Combining RGB and ToF cameras for real-time 3D hand gesture interaction","2011","260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952518638&doi=10.1109%2fWACV.2011.5711485&partnerID=40&md5=e41e15f548d26287328dca270555e9ab"
"RGB-D mapping: Using Kinect-style depth cameras for dense 3D modeling of indoor environments","2012","977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860151074&doi=10.1177%2f0278364911434148&partnerID=40&md5=0644738abc2ed53e7c3ca98aab092cf2"
"Discrete anisotropic radiative transfer (DART 5) for modeling airborne and satellite spectroradiometer and LIDAR acquisitions of natural and urban landscapes","2015","211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924416551&doi=10.3390%2frs70201667&partnerID=40&md5=7fd3d688cc38c0aa50ffa5978e326dba"
"Finer resolution observation and monitoring of global land cover: First mapping results with Landsat TM and ETM+ data","2013","1102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872359932&doi=10.1080%2f01431161.2012.748992&partnerID=40&md5=74a32a6fa80b8852f02a7fd88eed2651"
"Some relations between extended and unscented Kalman filters","2012","308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855949070&doi=10.1109%2fTSP.2011.2172431&partnerID=40&md5=ab81b4c0a0bce2465a3eed63b9222d3a"
"Algorithms for real-time estimation of individual wheel tire-road friction coefficients","2012","246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862535113&doi=10.1109%2fTMECH.2011.2159240&partnerID=40&md5=ba34b4f28fc40c1d1305a54407d6ef31"
"Multimodal fusion for multimedia analysis: A survey","2010","733","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049469733&doi=10.1007%2fs00530-010-0182-0&partnerID=40&md5=478920348194c22dd4dfea30614a6d77"
"Affect detection: An interdisciplinary review of models, methods, and their applications","2010","1095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953822842&doi=10.1109%2fT-AFFC.2010.1&partnerID=40&md5=83cbfcd590bddca0330b25f339062039"
"Big Data for Health","2015","465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938304732&doi=10.1109%2fJBHI.2015.2450362&partnerID=40&md5=2869d7aaa66bfc897741d39fd36d3116"
"High quality depth map upsampling for 3D-TOF cameras","2011","441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863011482&doi=10.1109%2fICCV.2011.6126423&partnerID=40&md5=a70421b74af9a8dc679589e5f24639bc"
"SpotFi: Decimeter level localization using WiFi","2015","508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962260746&doi=10.1145%2f2785956.2787487&partnerID=40&md5=e7bc4b3276c7cddaffab5404f48000ac"
"Combining embedded accelerometers with computer vision for recognizing food preparation activities","2013","209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885201691&doi=10.1145%2f2493432.2493482&partnerID=40&md5=615377a3c39129ce2ffbce7df053407a"
"Consensus CPHD filter for distributed multitarget tracking","2013","233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877887576&doi=10.1109%2fJSTSP.2013.2250911&partnerID=40&md5=6a6eb4e5275d63b8f50873ff7c577ada"
"Local path planning for off-road autonomous driving with avoidance of static obstacles","2012","241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870559556&doi=10.1109%2fTITS.2012.2198214&partnerID=40&md5=f588adfafd25618b26ac8579de1c2cb4"
"Leader-based optimal coordination control for the consensus problem of multiagent differential games via fuzzy adaptive dynamic programming","2015","379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961378056&doi=10.1109%2fTFUZZ.2014.2310238&partnerID=40&md5=6120a44e8457429e8cd2bfae1d2a8078"
"A survey of communication/networking in Smart Grids","2012","420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053619834&doi=10.1016%2fj.future.2011.04.014&partnerID=40&md5=28860ba3e127ae512d9b8e81906f0384"
"A standalone RFID indoor positioning system using passive tags","2011","337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954495561&doi=10.1109%2fTIE.2010.2055774&partnerID=40&md5=1726e8daa547aa3200411be1bf70dbf8"
"Efficient human pose estimation from single depth images","2013","369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887383692&doi=10.1109%2fTPAMI.2012.241&partnerID=40&md5=09ec41bc3a71575c6a52674c52a4d683"
"Using multi-sensor data fusion for vibration fault diagnosis of rolling element bearings by accelerometer and load cell","2014","209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887493381&doi=10.1016%2fj.inffus.2013.10.002&partnerID=40&md5=61109f6eba7d6ee9ba471b5fc71132e6"
"Unsupervised learning of digit recognition using spike-timing-dependent plasticity","2015","757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940184638&doi=10.3389%2ffncom.2015.00099&partnerID=40&md5=064338b92570d59de8a38cc7db19b26c"
"Real time motion capture using a single time-of-flight camera","2010","322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955990817&doi=10.1109%2fCVPR.2010.5540141&partnerID=40&md5=af7dd329452449d4164e8011580424b3"
"Distributed H∞-consensus filtering in sensor networks with multiple missing measurements: The finite-horizon case","2010","456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956420057&doi=10.1016%2fj.automatica.2010.06.025&partnerID=40&md5=87520e23a0c4992f998019e5d66f5125"
"Unobtrusive sensing and wearable devices for health informatics","2014","543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899683673&doi=10.1109%2fTBME.2014.2309951&partnerID=40&md5=391a06eca32b0c8ca7a18b7835e5b124"
"Multimodal biometrics: An overview","2015","418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979911620&partnerID=40&md5=cdc2abfd3f64e5aa676c1dead4fd955c"
"An overview of recent progress in the study of distributed multi-agent coordination","2013","1708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871781883&doi=10.1109%2fTII.2012.2219061&partnerID=40&md5=0b8e2e9a3c5470999110edf4642e273d"
"RGB-D mapping: Using depth cameras for dense 3D modeling of indoor environments","2014","197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925244342&doi=10.1007%2f978-3-642-28572-1_33&partnerID=40&md5=14d8eca4acd311af7c8d57ab77bd73d5"
"Probabilistic analysis of dynamic scenes and collision risks assessment to improve driving safety","2011","210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858690252&doi=10.1109%2fMITS.2011.942779&partnerID=40&md5=4813edebb2a1c1f26b8b135ac07306d7"
"Infotainment and road safety service support in vehicular networking: From a communication perspective","2011","198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957500047&doi=10.1016%2fj.ymssp.2010.11.009&partnerID=40&md5=b8e277ef5b4df7883b912557ab143f9a"
"Vision and IMU data fusion: Closed-form solutions for attitude, speed, absolute scale, and bias determination","2012","188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857032750&doi=10.1109%2fTRO.2011.2160468&partnerID=40&md5=9b04c41b4955d6707c44b21c5e63ade5"
"Zero-Gradient-Sum algorithms for distributed convex optimization: The continuous-time case","2012","227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865701426&doi=10.1109%2fTAC.2012.2184199&partnerID=40&md5=3dfeacadfabb8bab8b1b466ea69ef992"
"Consensus in multi-agent systems with communication constraints","2012","278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855318670&doi=10.1002%2frnc.1687&partnerID=40&md5=5e0e6ed0580abacd613143d5a4249e18"
"Gossip algorithms for distributed signal processing","2010","656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958154089&doi=10.1109%2fJPROC.2010.2052531&partnerID=40&md5=81959ac21b43cd13ad2b67772821648b"
"Fast-classifying, high-accuracy spiking deep networks through weight and threshold balancing","2015","550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951159868&doi=10.1109%2fIJCNN.2015.7280696&partnerID=40&md5=d5ebbc06e61fe51efe8c028160be3751"
"Resolving the limb position effect in myoelectric pattern recognition","2011","276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455259671&doi=10.1109%2fTNSRE.2011.2163529&partnerID=40&md5=b25528f199cce6a8707f3c750d43f73a"
"Big Data in product lifecycle management","2015","385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942374449&doi=10.1007%2fs00170-015-7151-x&partnerID=40&md5=94cfea385b91736f49c277c8fec5a054"
"A distributed consensus-based cooperative spectrum-sensing scheme in cognitive radios","2010","236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76849089351&doi=10.1109%2fTVT.2009.2031181&partnerID=40&md5=a842f731cabcb29e71f236c17ce9f708"
"Optimality analysis of sensor-target localization geometries","2010","347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77549087894&doi=10.1016%2fj.automatica.2009.12.003&partnerID=40&md5=d8684e1b7242f0634cd030f52dbdd243"
"Diffusion least-mean squares with adaptive combiners: Formulation and performance analysis","2010","245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955646968&doi=10.1109%2fTSP.2010.2051429&partnerID=40&md5=1ef60070f1f7ac0b6623391552d58bcd"
"Prognostics of lithium-ion batteries based on Dempster-Shafer theory and the Bayesian Monte Carlo method","2011","580","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053570039&doi=10.1016%2fj.jpowsour.2011.08.040&partnerID=40&md5=ee24238f6a3fe5d810714830c5761537"
"A comparative study of state of charge estimation algorithms for LiFePO4 batteries used in electric vehicles","2013","198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872297608&doi=10.1016%2fj.jpowsour.2012.12.057&partnerID=40&md5=9d45249d6a8344cb469d640c473ab715"
"Joint depth and color camera calibration with distortion correction","2012","381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865319013&doi=10.1109%2fTPAMI.2012.125&partnerID=40&md5=ea4b6a7c60e6312b70811b925f29e231"
"A kalman/particle filter-based position and orientation estimation method using a position sensor/inertial measurement unit hybrid system","2010","193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951189319&doi=10.1109%2fTIE.2009.2032431&partnerID=40&md5=ad2e204a79d89c204f542c84a4d3094b"
"Ensemble-based classifiers","2010","1773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75149176174&doi=10.1007%2fs10462-009-9124-7&partnerID=40&md5=5f2f4e2bc9085f8f488dba6e80f2d844"
"Joint geodesic upsampling of depth images","2013","203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887396529&doi=10.1109%2fCVPR.2013.29&partnerID=40&md5=d0037975c0e8dd479f54adfd359442a4"
"Visual simultaneous localization and mapping: a survey","2015","603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922001911&doi=10.1007%2fs10462-012-9365-8&partnerID=40&md5=5e7b4e8a477614ad0e573958ca5efa91"
"Window size impact in human activity recognition","2014","378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898670848&doi=10.3390%2fs140406474&partnerID=40&md5=cc25efbdb46a5aad9e49f748aa15542e"
"Kinect range sensing: Structured-light versus Time-of-Flight Kinect","2015","273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939771517&doi=10.1016%2fj.cviu.2015.05.006&partnerID=40&md5=fedadae1dc863b854951721e082d408d"
"Experience, results and lessons learned from automated driving on Germany's highways","2015","199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921627623&doi=10.1109%2fMITS.2014.2360306&partnerID=40&md5=bbae54a0a873de04d4a64f4f91ad5055"
"Monocular vision for long-term micro aerial vehicle state estimation: A compendium","2013","205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884767960&doi=10.1002%2frob.21466&partnerID=40&md5=dea0675edd843859f2bb15905fa775b1"
"Prognostics and health management design for rotary machinery systems - Reviews, methodology and applications","2014","1066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887056149&doi=10.1016%2fj.ymssp.2013.06.004&partnerID=40&md5=78caace2e1465159045b8b5ccf1c68d8"
"Multimodal deep learning","2011","2133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053437179&partnerID=40&md5=766fc138bdce83eb54b86b79976f91a8"
"Time-of-flight cameras in computer graphics","2010","228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76649089694&doi=10.1111%2fj.1467-8659.2009.01583.x&partnerID=40&md5=2fca592955ca398331ef69e33e16dadc"
"A survey on human activity recognition using wearable sensors","2013","1738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881311778&doi=10.1109%2fSURV.2012.110112.00192&partnerID=40&md5=5d682431d46053aacca3adcbb2c6d83b"
"Diffusion strategies outperform consensus strategies for distributed estimation over adaptive networks","2012","314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866491634&doi=10.1109%2fTSP.2012.2217338&partnerID=40&md5=53121278f6d8c2fe66a18d2d77eaca5a"
"Online Real-Time Quality Monitoring in Additive Manufacturing Processes Using Heterogeneous Sensors","2015","195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941208014&doi=10.1115%2f1.4029823&partnerID=40&md5=be7c89decae52f5b0bb7a4443f3b74c6"
"Breedvision - A multi-sensor platform for non-destructive field-based phenotyping in plant breeding","2013","197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875159589&doi=10.3390%2fs130302830&partnerID=40&md5=596b013077b31c941d49e6a7a01a3614"
"Nanostructure engineering and doping of conjugated carbon nitride semiconductors for hydrogen photosynthesis","2013","649","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873342198&doi=10.1002%2fanie.201209017&partnerID=40&md5=c830f85544fc0f3a4240cf30de99d1f9"
"A survey on fall detection: Principles and approaches","2013","621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868627131&doi=10.1016%2fj.neucom.2011.09.037&partnerID=40&md5=c72c20c57b0187ed8c0e89d9f3ab2404"
"An EMG-based control for an upper-limb power-assist exoskeleton robot","2012","422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864134806&doi=10.1109%2fTSMCB.2012.2185843&partnerID=40&md5=19a5baee580c8f4f30a3fdf78230f045"
"Real-time human pose recognition in parts from single depth images","2011","2661","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052878786&doi=10.1109%2fCVPR.2011.5995316&partnerID=40&md5=3fa7e6ec0ea140dea53e8d5de4db20d3"
"A reconfigurable on-line learning spiking neuromorphic processor comprising 256 neurons and 128K synapses","2015","395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928671707&doi=10.3389%2ffnins.2015.00141&partnerID=40&md5=e7ec684d06fc1f2925592cfb9570c81e"
"Real-time detection and tracking for augmented reality on mobile phones","2010","273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949772158&doi=10.1109%2fTVCG.2009.99&partnerID=40&md5=3836b56ae532e2418e6de1b1ed3f99ba"
"Diffusion Kalman filtering based on covariance intersection","2012","185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862952665&doi=10.1109%2fTSP.2011.2175386&partnerID=40&md5=4c52e5d23ce1eb9e954313a7ad1fec2c"
"Medical image fusion: A survey of the state of the art","2014","648","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897986730&doi=10.1016%2fj.inffus.2013.12.002&partnerID=40&md5=20250b9d262ea59d1780e4de271d67ad"
"Retinomorphic event-based vision sensors: Bioinspired cameras with spiking output","2014","204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027937576&doi=10.1109%2fJPROC.2014.2346153&partnerID=40&md5=f43c1928a73ab9077633acdd98868fb5"
